ref,x1,y1,x2,y2,angCONN,axCONN,axid,axLEN,axref,CONN,segLEN,CH,INT,NC,TD,NACH,NAIN
4082,424157.292827,563647.947102,424160.579445,563677.644301,4.6500182,4,3963,29.878511,3962,4,29.878511,0,1079.7855,8597,68447.313,0,0.768859913528585
4203,421543.94691,564090.445623,421546.290744,564102.453117,1.0003902,1,4080,12.234111,4079,1,12.234111,0,740.94305,8597,99749.109,0,0.527592458889565
4204,421543.94691,564090.445623,421600.661204,564079.411204,1.9808397,2,4081,57.77776,4080,2,57.77776,15064,810.80719,8597,91154.109,0.842368059604735,0.577338517973283
4205,421600.661204,564079.411204,421615.120775,564143.212237,1.8626834,2,4082,65.419044,4081,2,65.419044,30124,893.38031,8597,82728.938,0.910781761091932,0.636133641737158
4206,421575.894172,564160.161499,421615.120775,564143.212237,2.0113897,2,4083,42.731766,4082,2,42.731766,45180,983.54785,8597,75144.703,0.954683410380822,0.700335886649226
4207,421575.894172,564160.161499,421596.693042,564189.873608,3.1291254,3,4084,36.268478,4083,3,36.268478,60232,1129.2601,8597,65448.523,0.99250708814756,0.804087277870507
4208,422200.401422,563832.166546,422227.776944,563919.992586,4.0067658,6,4085,91.993652,4084,6,91.993652,91886,1182.0094,8597,62527.766,1.03485343125316,0.841646086989531
4209,421677.492748,563996.585748,421689.716922,564048.368853,3.9569497,4,4086,53.206394,4085,4,53.206394,10,1035.7,8597,71360.828,0.21456626682702,0.737469833374191
4210,422007.496074,564031.327692,422057.712256,564019.421507,4.2402048,5,4087,51.608353,4086,5,51.608353,154,1041.7347,8597,70947.438,0.451525866900025,0.741766733575409
4211,421980.069832,564051.363637,422007.496074,564031.327692,3.1447921,5,4088,33.965244,4087,5,33.965244,11918,1058.4745,8597,69825.406,0.841497271647257,0.753685922032834
4212,422068.340584,564074.619832,422072.809289,564094.366637,3.2732043,5,4089,20.246126,4088,5,20.246126,52025,1168.5493,8597,63248,0.98232748001596,0.832062179830372
4213,422060.915481,564036.118507,422068.340584,564074.619832,2.9862256,5,4090,39.210766,4089,5,39.210766,80893,1170.9751,8597,63116.977,1.02244702788725,0.833789382775817
4214,422057.712256,564019.421507,422060.915481,564036.118507,2.0622103,4,4091,17.001484,4090,4,17.001484,104229,1170.9747,8597,63117,1.04537878536512,0.833789078950411
4215,422051.469769,563979.918892,422057.712256,564019.421507,3.1465702,5,4092,39.992813,4091,5,39.992813,120327,1173.4283,8597,62985.023,1.05857337158713,0.835536121055777
4216,421958.908999,564217.811733,422036.852562,564201.717423,2.9808102,5,4093,79.587852,4092,5,79.587852,165758,1300.4039,8597,56834.961,1.09776529369208,0.925945580979796
4217,421899.440526,564231.98863,421958.908999,564217.811733,2.034889,4,4094,61.134964,4093,4,61.134964,147372,1298.5328,8597,56916.855,1.08688353747119,0.92461334428233
4218,421882.412508,564235.956469,421899.440526,564231.98863,2.0710106,4,4095,17.484198,4094,4,17.484198,84720,1298.5415,8597,56916.48,1.03632401086459,0.92461943597705
4219,421855.061411,564246.718105,421882.412508,564235.956469,3.2244318,5,4096,29.392096,4095,5,29.392096,71315,1295.1055,8597,57067.484,1.02034630928565,0.92217292299806
4220,423642.4782,563510.707495,423659.586554,563470.199982,3.9194741,6,4097,43.972198,4096,6,43.972198,378485,1455.359,8597,50783.625,1.18536908819726,1.03627616819269
4221,423659.586554,563470.199982,423667.44396,563451.589626,2.6760933,5,4098,20.201094,4097,5,20.201094,433575,1455.3298,8597,50784.645,1.19790799787687,1.03625535560128
4222,423667.44396,563451.589626,423675.466677,563432.601775,3.4412577,5,4099,20.613163,4098,5,20.613163,416617,1455.2396,8597,50787.793,1.19421903836089,1.03619112750215
4223,423675.466677,563432.601775,423689.004026,563396.760765,4.0240374,6,4100,38.31237,4099,6,38.31237,450677,1456.3304,8597,50749.754,1.20155453938767,1.03696776419335
4269,423989.350246,564194.458675,424069.798044,564175.624391,4.144186,5,4146,82.623108,4145,5,82.623108,4640,1475.0431,8597,50105.934,0.780144202740391,1.05029141441495
4270,424069.798044,564175.624391,424155.232537,564154.570307,3.9921772,6,4147,87.990494,4146,6,87.990494,11978,1476.0548,8597,50071.59,0.867819700198894,1.05101177835005
4271,424155.232537,564154.570307,424238.390723,564135.160005,3.860944,5,4148,85.393463,4147,5,85.393463,17308,1477.4723,8597,50023.551,0.901913404597915,1.05202105368657
4272,424238.390723,564135.160005,424239.662859,564096.559215,5.8223472,7,4149,38.621746,4148,7,38.621746,67096,1725.8374,8597,42824.664,1.0420963553974,1.22885903217376
4273,424211.277178,564406.399629,424235.666924,564409.116206,2.1036131,4,4150,24.540567,4149,4,24.540567,59498,1494.9028,8597,49440.277,1.01712837290996,1.06443181964033
4274,424206.781265,564385.478969,424211.277178,564406.399629,2.3026865,4,4151,21.3983,4150,4,21.3983,19017,1363.1549,8597,54218.645,0.903888625095921,0.970625356342976
4275,424159.484207,564377.051142,424206.781265,564385.478969,3.9172211,5,4152,48.042065,4151,5,48.042065,13446,1421.0969,8597,52008,0.875433006835139,1.01188103968989
4276,422815.111128,564107.290826,422846.008341,564097.977092,1.9999914,2,4153,32.270473,4152,2,32.270473,0,1260.5176,8597,58633.383,0,0.897545648747123
4277,422738.225801,563930.396015,422747.591558,563962.503953,3.9850562,4,4154,33.44603,4153,4,33.44603,44883,1110.2828,8597,66567.188,0.964507920454829,0.790574956003234
4278,422840.161286,564281.99902,422892.426957,564267.385617,1.9999703,2,4155,54.270176,4154,2,54.270176,0,1262.0605,8597,58561.699,0,0.898644275770064
4279,422764.930816,563906.983218,422768.989622,563922.360798,1.0016394,1,4156,15.904209,4155,1,15.904209,0,880.68951,8597,83921.078,0,0.627097267265043
4280,422738.225801,563930.396015,422768.989622,563922.360798,2.046633,3,4157,31.79587,4156,3,31.79587,14965,981.17963,8597,75326.078,0.856087290168878,0.698649617401243
4281,422725.664135,563933.114772,422738.225801,563930.396015,0.98195928,2,4158,12.852513,4157,2,12.852513,0,988.6698,8597,74755.406,0,0.703982865246435
4282,422713.406937,563773.53969,422789.176524,563763.661562,2.0038366,2,4159,76.410782,4158,2,76.410782,0,1100.3137,8597,67170.305,0,0.783476655658474
4283,422696.421423,563747.909141,422701.875465,563813.499065,4.0232739,5,4160,65.816292,4159,5,65.816292,6902,1260.4965,8597,58634.363,0.805137884262166,0.897530647906505
4286,423612.996986,563832.611323,423630.400849,563829.653322,1.7373677,2,4163,17.653448,4162,2,17.653448,0,983.94891,8597,75114.07,0,0.700621489839272
4287,423933.406589,564118.921759,423977.393089,564106.88093,2.0773811,3,4164,45.604755,4163,3,45.604755,0,1228.7983,8597,60146.898,0,0.874960882479859
4288,423977.393089,564106.88093,423982.761731,564147.984594,4.0878463,6,4165,41.452785,4164,6,41.452785,50251,1452.7828,8597,50873.68,0.998860004073773,1.03444185658592
4289,424057.570977,564084.906706,424089.936715,564076.866816,2.3362069,2,4166,33.349373,4165,2,33.349373,0,1241.8674,8597,59513.926,0,0.884266387357747
4290,423977.393089,564106.88093,423996.991202,564101.643602,1.9303341,3,4167,20.285849,4166,3,20.285849,0,1257.6216,8597,58768.398,0,0.895483690178022
4291,423874.128392,564019.697787,423889.740054,564087.19657,2.0491202,3,4168,69.280655,4167,3,69.280655,0,1404.5415,8597,52621.02,0,1.00009335979332
4292,423665.832351,564102.373923,423680.212839,564082.340421,2.0933833,2,4169,24.660486,4168,2,24.660486,0,1248.635,8597,59191.363,0,0.889085029250172
4294,423628.7439,564085.620235,423650.608261,564055.710473,3.0364125,5,4171,37.049213,4170,5,37.049213,1784871,1559.7811,8597,47383.832,1.33705405971398,1.11062591186055
4295,423613.11295,564107.338857,423628.7439,564085.620235,2.0195274,4,4172,26.758646,4171,4,26.758646,1800026,1559.8167,8597,47382.754,1.33784221846331,1.11065117852614
4296,423583.400295,564150.862256,423613.11295,564107.338857,1.6509428,4,4173,52.698463,4172,4,52.698463,1798535,1560.0723,8597,47374.992,1.33778560444302,1.11083314183963
4297,423576.37413,564160.162221,423583.400295,564150.862256,2.5121665,4,4174,11.655743,4173,4,11.655743,1795922,1560.6764,8597,47356.652,1.33769866505416,1.1112633204651
4298,423540.450778,564208.972761,423576.37413,564160.162221,1.9877088,4,4175,60.604919,4174,4,60.604919,1804568,1560.8872,8597,47350.258,1.3381615651366,1.11141337492863
4299,423488.667431,564280.859043,423540.450778,564208.972761,3.0059423,4,4176,88.595444,4175,4,88.595444,1811989,1560.991,8597,47347.109,1.33855104691308,1.11148729059022
4358,424011.77643,563569.414238,424038.591787,563523.384231,2.9844358,4,4235,53.27124,4234,4,53.27124,48574,1386.9048,8597,53290.184,0.991482620015521,0.987535674542275
4359,423998.828708,563560.052894,424011.77643,563569.414238,2.200285,4,4236,15.97743,4235,4,15.97743,12610,1184.6423,8597,62388.797,0.855190926740491,0.843520765959618
4360,423988.463867,563548.980383,423998.828708,563560.052894,2.230485,4,4237,15.166754,4236,4,15.166754,6343,1165.2751,8597,63425.715,0.791781922836563,0.829730865667651
4361,423988.463867,563548.980383,424017.926379,563508.428512,3.9084585,5,4238,50.124783,4237,5,50.124783,52,1055.5198,8597,70020.859,0.355869620453227,0.751582177960929
4362,424017.926379,563508.428512,424030.255473,563517.352591,3.0255497,5,4239,15.219913,4238,5,15.219913,116007,1202.6744,8597,61453.383,1.05762077535233,0.856360017710263
4363,424030.255473,563517.352591,424038.591787,563523.384231,2.9378803,4,4240,10.289549,4239,4,10.289549,137133,1202.6746,8597,61453.375,1.0727938459391,0.856360129187578
4364,423998.828708,563560.052894,424030.255473,563517.352591,4.1223631,4,4241,53.018463,4240,4,53.018463,0,1055.7495,8597,70005.633,0,0.751745639997156
4365,424017.926379,563508.428512,424040.206308,563478.577693,3.1112251,4,4242,37.248714,4241,4,37.248714,69785,1054.5121,8597,70087.781,0.999609425184904,0.750864564326018
4366,424024.024261,563470.55675,424040.206308,563478.577693,2.0903084,3,4243,18.060846,4242,3,18.060846,61209,948.84064,8597,77893.383,0.978596638510876,0.675623263502935
4367,424008.787614,563465.356452,424024.024261,563470.55675,2.0857496,4,4244,16.099642,4243,4,16.099642,46342,919.55109,8597,80374.445,0.951244952116986,0.654768108670034
4368,423986.77619,563457.849936,424008.787614,563465.356452,2.0101728,4,4245,23.256195,4244,4,23.256195,25176,919.54669,8597,80374.828,0.897223591951026,0.654764988664034
4369,423954.72817,563447.341136,423986.77619,563457.849936,2.0233884,3,4246,33.727001,4245,3,33.727001,12590,919.15863,8597,80408.766,0.83583956971562,0.65448863992007
4370,423928.955623,563485.130818,423954.72817,563447.341136,1.7947388,2,4247,45.741493,4246,2,45.741493,6296,845.07623,8597,87457.68,0.768773283996004,0.601739371494053
4371,423928.955623,563485.130818,423953.847672,563503.636331,1.9841239,2,4248,31.017223,4247,2,31.017223,0,771.35999,8597,95815.719,0,0.549250529270802
4372,423953.847672,563503.636331,423986.77619,563457.849936,3.0175724,3,4249,56.39753,4248,3,56.39753,0,846.04639,8597,87357.391,0,0.602430171179547
4373,424003.630558,563498.492424,424017.926379,563508.428512,4.0017824,5,4250,17.409662,4249,5,17.409662,18859,1200.715,8597,61553.668,0.892732531681298,0.85496485675813
4374,423969.765865,563519.167463,424008.787614,563465.356452,2.0001562,2,4251,66.470459,4250,2,66.470459,0,846.34839,8597,87326.219,0,0.602645209955227
4375,424003.630558,563498.492424,424024.024261,563470.55675,3.1005664,4,4252,34.587643,4251,4,34.587643,6296,1051.9872,8597,70256,0.783859564997479,0.749066766407683
4376,423974.2997,563538.377365,424003.630558,563498.492424,1.9798086,3,4253,49.508663,4252,3,49.508663,16,1056.0179,8597,69987.828,0.253960469691214,0.751936879660156
4377,423974.2997,563538.377365,423988.463867,563548.980383,2.1155925,3,4254,17.693151,4253,3,17.693151,13,1148.2682,8597,64365.109,0.238346124138769,0.817621510300719
4378,424066.339295,563484.281367,424070.191789,563467.492063,7.5146337,8,4255,17.225634,4254,8,17.225634,14908,1369.6716,8597,53960.68,0.881943986901414,0.975265366254438
4379,424066.339295,563484.281367,424090.126674,563477.753386,7.3395171,8,4256,24.666861,4255,8,24.666861,171282,1496.2394,8597,49396.113,1.11504631885971,1.06538346665734
4398,422098.488871,563898.790698,422122.427053,563895.95933,0.99964184,1,4275,24.105045,4274,1,24.105045,0,792.81799,8597,93222.422,0,0.564529462829719
4399,422092.91622,563851.90214,422098.488871,563898.790698,2.9997954,3,4276,47.218548,4275,3,47.218548,14967,873.33881,8597,84627.422,0.847314320691069,0.621863314560638
4400,422072.091113,563854.348319,422092.91622,563851.90214,0.99928349,2,4277,20.968283,4276,2,20.968283,0,972.03888,8597,76034.422,0,0.692141101461495
4401,422092.91622,563851.90214,422144.578669,563845.84635,3.0011272,4,4278,52.016163,4277,4,52.016163,44889,972.03888,8597,76034.422,0.953108687872264,0.692141101461495
4405,421243.513746,564539.132518,421270.830873,564558.858644,3.9721427,4,4282,33.694889,4281,4,33.694889,38232,1139.4802,8597,64861.512,0.952292511032507,0.811364220831444
4406,421223.766514,564625.717197,421270.830873,564558.858644,1.4961578,3,4283,81.762581,4282,3,81.762581,12746,1007.2078,8597,73379.5,0.843763217546558,0.717182571551018
4407,421223.766514,564625.717197,421225.657895,564638.79071,1.5338827,2,4284,13.20962,4283,2,13.20962,6374,953.56818,8597,77507.211,0.778114319694467,0.678989402617852
4408,421225.657895,564638.79071,421247.783824,564633.720663,1.5085756,2,4285,22.699385,4284,2,22.699385,0,854.07996,8597,86535.703,0,0.608150332743071
4409,421247.783824,564633.720663,421310.171796,564547.838933,1.5611032,2,4286,106.15051,4285,2,106.15051,0,817.60858,8597,90395.836,0,0.582181335339388
4410,421287.686417,564536.581806,421310.171796,564547.838933,1.9875953,2,4287,25.145878,4286,2,25.145878,6374,913.6051,8597,80897.547,0.775166629421616,0.650534333329098
4411,421270.830873,564558.858644,421287.686417,564536.581806,1.8908033,3,4288,27.935047,4287,3,27.935047,12746,1008.1296,8597,73312.406,0.843832113612296,0.717838904324902
4415,423837.049985,564203.643663,423895.206786,564297.886879,3.1535888,4,4292,110.74294,4291,4,110.74294,209481,1504.4585,8597,49126.254,1.1342487475154,1.07123556384216
4429,421341.887431,564102.936807,421411.502,564086.152251,2.4954374,3,4306,71.609421,4305,3,71.609421,5772,1036.2626,8597,71322.086,0.775028593650695,0.737870414130102
4431,421310.121131,564011.534359,421314.929205,564090.790363,2.57037,3,4308,79.401711,4307,3,79.401711,1570,982.17151,8597,75250,0.65542101388929,0.699355935712951
4441,424095.545127,563782.282119,424103.623126,563753.647278,2.0250683,2,4318,29.752447,4317,2,29.752447,0,1045.9148,8597,70663.891,0,0.744743073773329
4442,424020.059484,563792.395704,424095.545127,563782.282119,1.1941248,3,4319,76.160141,4318,3,76.160141,18610,1170.0375,8597,63167.555,0.889439983547115,0.83312179220308
4443,424002.285402,563781.729025,424020.059484,563792.395704,2.447485,3,4320,20.729111,4319,3,20.729111,30989,1219.0707,8597,60626.844,0.939058335193011,0.868034575659582
4470,423056.305864,565614.005262,423063.27805,565586.002269,9.0703573,10,4347,28.85791,4346,10,28.85791,7834,1420.8107,8597,52018.477,0.825676032121075,1.01167724537149
4594,421197.844033,563596.709435,421209.595121,563565.983892,3.5934393,4,4468,32.896004,4467,4,32.896004,284368,1144.0836,8597,64600.531,1.13380284976975,0.814641966183508
4614,423013.718731,565160.904331,423056.015243,565138.157494,3.3128746,5,4487,48.025135,4486,5,48.025135,81136,1194.017,8597,61898.961,1.02452458009663,0.85019573240989
4615,422961.554656,565180.23494,423013.718731,565160.904331,4.3177357,6,4488,55.630596,4487,6,55.630596,62516,1161.7015,8597,63620.824,0.998413355123321,0.827186370637541
4616,422999.301552,565116.028265,423045.93491,565103.352309,3.0649123,5,4489,48.325459,4488,5,48.325459,57594,1230.6581,8597,60056.004,0.99619272875211,0.87628508057429
4617,422944.13379,565131.838336,422999.301552,565116.028265,2.0819993,4,4490,57.388504,4489,4,57.388504,41126,1229.6127,8597,60107.063,0.965511200338076,0.875540729594654
4618,422907.88401,565145.463979,422944.13379,565131.838336,2.0018609,4,4491,38.726021,4490,4,38.726021,28895,1222.8821,8597,60437.887,0.932969896454355,0.870748366459901
4619,422875.2394,565171.516242,422907.88401,565145.463979,2.5020969,4,4492,41.765907,4491,4,41.765907,6774,1192.4703,8597,61979.242,0.799393914122158,0.849094519181642
4620,422987.239634,565214.963768,423011.639564,565325.291662,5.5455093,6,4493,112.9938,4492,6,112.9938,28181,1235.0958,8597,59840.223,0.931538174661681,0.879444817320223
4621,422958.506608,565205.914574,422987.239634,565214.963768,2.5902574,4,4494,30.124321,4493,4,30.124321,10740,1206.8564,8597,61240.434,0.842071147811725,0.859337708136666
4622,422958.506608,565205.914574,422961.554656,565180.23494,3.1392894,4,4495,25.859896,4494,4,25.859896,5230,1092.5068,8597,67650.297,0.769847258829779,0.777917900914303
4623,422944.13379,565131.838336,422961.554656,565180.23494,4.3832507,5,4496,51.436543,4495,5,51.436543,472,1080.5903,8597,68396.328,0.553222846837896,0.769433031671052
4624,423051.273989,565220.654919,423089.73612,565225.080711,2.367537,4,4497,38.715931,4496,4,38.715931,15500,1211.824,8597,60989.391,0.875677811500035,0.862874776446253
4625,423089.73612,565225.080711,423121.633702,565210.187825,2.8364558,4,4498,35.203037,4497,4,35.203037,13615,1195.3129,8597,61831.855,0.862836193433781,0.851118418450071
4626,423121.633702,565210.187825,423149.802362,565183.535663,3.345911,5,4499,38.779003,4498,5,38.779003,31873,1210.2437,8597,61069.031,0.940991413146262,0.861749540044134
4627,423149.802362,565183.535663,423164.32033,565169.288232,2.0496981,4,4500,20.341108,4499,4,20.341108,47829,1210.5931,8597,61051.402,0.977847289881105,0.86199836782676
4628,423084.891532,565091.249532,423097.127553,565097.866824,4.0038815,5,4501,13.910743,4500,5,13.910743,29177,1228.7543,8597,60149.055,0.934258530494173,0.874929506627457
4629,423097.127553,565097.866824,423164.32033,565169.288232,3.7525997,5,4502,98.060631,4501,5,98.060631,29330,1249.9039,8597,59131.27,0.936185534614018,0.88998854408476
4630,423164.32033,565169.288232,423192.593837,565167.37503,2.9753592,4,4503,28.338163,4502,4,28.338163,80517,1276.942,8597,57879.219,1.03009899152118,0.909240229965976
4631,422999.301552,565116.028265,423013.718731,565160.904331,4.5847673,5,4504,47.135086,4503,5,47.135086,73,1128.0736,8597,65517.363,0.388099186046593,0.803242438029671
4632,423294.202096,565246.732218,423309.741512,565220.549896,2.0700338,2,4505,30.446468,4504,2,30.446468,0,1194.0236,8597,61898.621,0,0.850200402258824
4633,423389.436588,565250.553254,423477.202612,565141.385334,4.2358847,5,4506,140.07323,4505,5,140.07323,236507,1413.7107,8597,52279.727,1.13892281416774,1.00662192881025
4634,423376.053696,565026.360225,423477.202612,565141.385334,3.2436442,4,4507,153.17271,4506,4,153.17271,205381,1363.4377,8597,54207.395,1.12219470154297,0.970826788866967
4635,423315.667189,564995.294178,423376.053696,565026.360225,4.9308424,6,4508,67.908981,4507,6,67.908981,214047,1378.75,8597,53605.375,1.12714082320944,0.981729339932631
4636,423056.015243,565138.157494,423074.67927,565158.868211,3.2219646,5,4509,27.879736,4508,5,27.879736,100154,1294.1543,8597,57109.426,1.05128354893752,0.921495689396217
4637,423074.67927,565158.868211,423096.294934,565177.435262,3.8257203,6,4510,28.495127,4509,6,28.495127,52506,1254.9393,8597,58894.012,0.989544008004437,0.893573793659765
4638,423096.294934,565177.435262,423121.633702,565210.187825,4.7349434,6,4511,41.409946,4510,6,41.409946,26382,1234.0776,8597,59889.594,0.925471815468872,0.878719856316915
4639,423084.891532,565091.249532,423104.714399,565077.229414,4.8612666,5,4512,24.279821,4511,5,24.279821,48140,1246.015,8597,59315.828,0.98100276632486,0.887219486092293
4640,423045.93491,565103.352309,423084.891532,565091.249532,2.7258334,5,4513,40.793327,4512,5,40.793327,67468,1233.277,8597,59928.473,1.01076873943883,0.878149799923505
4641,423045.93491,565103.352309,423056.015243,565138.157494,3.134485,5,4514,36.235535,4513,5,36.235535,146157,1312.2379,8597,56322.418,1.08716984499436,0.934371534460791
4642,423096.294934,565177.435262,423111.334201,565178.975788,3.0231242,3,4515,15.117962,4514,3,15.117962,0,1183.9604,8597,62424.73,0,0.843035233052749
4643,423129.275061,565180.069445,423149.802362,565183.535663,2.0116191,2,4516,20.817894,4515,2,20.817894,0,1105.5923,8597,66849.609,0,0.787235096679139
4644,423096.294934,565177.435262,423100.405097,565165.855119,3.0231242,3,4517,12.287927,4516,3,12.287927,0,1087.0106,8597,67992.352,0,0.7740044772288
4661,424240.846844,564273.893351,424258.208239,564253.477032,2.6484928,4,4534,26.800077,4533,4,26.800077,989705,1622.6885,8597,45546.887,1.28700709307614,1.15541644023642
4662,424258.208239,564253.477032,424259.114315,564233.313937,4.9556317,7,4535,20.183443,4534,7,20.183443,996578,1722.9508,8597,42896.414,1.29488930708792,1.2268036966185
4663,424182.759811,564292.911285,424192.48138,564334.227856,3.2127831,4,4536,42.444881,4535,4,42.444881,19710,1421.5219,8597,51992.453,0.910674342238502,1.01218360493707
4664,424182.759811,564292.911285,424185.098615,564277.666712,1.6319478,4,4537,15.422938,4536,4,15.422938,22166,1426.8232,8597,51799.273,0.92180428106001,1.01595829265182
4665,424173.000449,564245.429372,424185.098615,564277.666712,4.4053812,5,4538,34.432713,4537,5,34.432713,26702,1476.9094,8597,50042.613,0.941948348629874,1.05162033872199
4666,424195.491001,564237.927113,424240.846844,564273.893351,4.9613528,5,4539,57.885429,4538,5,57.885429,3493,1397.066,8597,52902.59,0.750147502685332,0.994770640397573
4710,421599.768178,563675.228348,421614.408375,563729.593422,2.9968433,4,4583,56.301834,4582,4,56.301834,6737,983.58185,8597,75142.102,0.785194625414356,0.700360127721947
4711,421614.408375,563729.593422,421623.779537,563765.015186,2.0828483,4,4584,36.640415,4583,4,36.640415,6342,983.58148,8597,75142.133,0.779813786736231,0.700359838795013
4712,421623.779537,563765.015186,421638.905534,563822.109115,2.9293854,4,4585,59.063633,4584,4,59.063633,11866,983.58722,8597,75141.695,0.83560826537115,0.700363921075095
4713,421614.408375,563729.593422,421643.650208,563722.300272,3.9918394,4,4586,30.1376,4585,4,30.1376,0,1077.6345,8597,68583.93,0,0.767328413776281
4714,421743.680333,563542.781855,421789.006927,563506.177165,0.93931466,4,4587,58.261509,4586,4,58.261509,165206,1184.0114,8597,62422.043,1.08814139002561,0.843071520924574
4715,421789.006927,563506.177165,421793.824382,563477.633896,3.0213547,4,4588,28.946953,4587,4,28.946953,171549,1212.4515,8597,60957.828,1.09390492988081,0.863321544710904
4716,421793.824382,563477.633896,421797.665169,563454.084202,2.8206508,5,4589,25.451094,4588,5,23.86084,186570,1212.4587,8597,60957.465,1.10152371317708,0.863326685597897
4717,421797.665169,563454.084202,421797.921145,563452.514686,4.0090766,5,4589,25.451094,4588,5,1.5902534,3439,1214.1941,8597,60870.34,0.739181169558269,0.864562342671089
4718,421793.824382,563477.633896,421822.013889,563491.213547,3.439718,3,4590,31.28986,4589,3,31.28986,0,1079.7151,8597,68451.766,0,0.768809898264341
4719,421789.006927,563506.177165,421822.013889,563491.213547,2.9821672,3,4591,36.24044,4590,3,36.24044,1870,1090.7816,8597,67757.289,0.67731122981135,0.776689567599669
4720,421570.336705,563683.310985,421590.871346,563769.903859,3.9644461,4,4592,88.99437,4591,4,88.99437,7863,981.13171,8597,75329.75,0.798781305699298,0.698615562153687
4721,421681.320702,563891.809287,421700.528693,563915.593955,3.2711542,5,4593,30.572166,4592,5,30.572166,358893,1251.0321,8597,59077.945,1.16420987039505,0.890791839333483
4722,421700.528693,563915.593955,421734.116154,563949.930968,2.8556607,5,4594,48.03278,4593,5,48.03278,368506,1255.8903,8597,58849.414,1.16702742810175,0.894250949930804
4723,421734.116154,563949.930968,421744.232521,563953.685554,2.8459821,5,4595,10.790634,4594,5,10.790634,427224,1285.0901,8597,57512.238,1.18296501155645,0.915041817545614
4724,421744.232521,563953.685554,421765.242748,563972.638421,3.0328696,4,4596,28.295597,4595,4,28.295597,427114,1317.4257,8597,56100.629,1.18562972184113,0.938065360079133
4725,421765.242748,563972.638421,421775.027482,563981.465967,1.7663127,4,4597,13.178262,4596,4,13.178262,464079,1317.4976,8597,56097.566,1.19322635062352,0.938116577840745
4726,421775.027482,563981.465967,421818.004006,564024.779515,3.704107,5,4598,61.016762,4597,5,61.016762,513093,1322.853,8597,55870.461,1.20285436289191,0.941929743783275
4727,421818.004006,564024.779515,421818.512355,564055.623991,2.671551,5,4599,30.848665,4598,5,30.848665,2243805,1417.9883,8597,52122.016,1.34639031164583,1.00966765251302
4728,421818.512355,564055.623991,421825.757086,564092.115358,2.9466081,5,4600,37.203575,4599,5,37.203575,2404278,1440.3539,8597,51312.676,1.35470193502326,1.02559222773366
4729,423878.528789,564215.414622,423912.226744,564215.51545,2.8921657,4,4601,33.698105,4600,4,33.698105,26644,1367.7344,8597,54037.105,0.9351111607675,0.973886093677366
4730,423912.226744,564215.51545,423995.848601,564216.16037,2.06723,4,4602,83.624344,4601,4,83.624344,16382,1367.7412,8597,54036.836,0.890481320305375,0.973890941586362
4731,423995.848601,564216.16037,424077.190567,564218.180159,4.7357244,6,4603,81.367043,4602,6,81.367043,17675,1368.9493,8597,53989.148,0.897524781524589,0.974751136506137
4732,424077.190567,564218.180159,424087.26297,564216.492398,2.1956425,4,4604,10.212827,4603,4,10.212827,0,1339.5299,8597,55174.883,0,0.953804021047565
4733,423878.528789,564215.414622,423973.129006,564288.953,2.2947335,4,4605,119.82109,4604,4,119.82109,103255,1474.567,8597,50122.109,1.06677793025404,1.04995248642267
4749,422896.444659,565133.550495,422907.88401,565145.463979,4.1372809,5,4621,16.51635,4620,5,16.51635,17751,1229.4371,8597,60115.645,0.88914817402695,0.875415743152797
4750,422937.759104,564901.895888,422953.236773,564922.050129,1.8666863,3,4622,25.411644,4621,3,25.411644,35728,1339.6918,8597,55168.219,0.960205998269898,0.953919230849365
4751,422953.236773,564922.050129,422961.035447,565030.657242,1.5289395,3,4623,108.88675,4622,3,108.88675,30274,1319.2583,8597,56022.699,0.943706543738818,0.939370203029043
4756,423038.880192,565079.618562,423045.93491,565103.352309,4.1417966,6,4628,24.760044,4627,6,24.760044,153679,1312.5145,8597,56310.547,1.09177857250269,0.934568505208458
4758,423450.022533,564919.957855,423504.078362,564917.034788,3.1301479,4,4630,54.134804,4629,4,54.134804,49,1104.1283,8597,66938.242,0.35206751335344,0.786192748963636
4759,423450.022533,564919.957855,423455.037212,564947.938203,3.0889969,4,4631,28.426165,4630,4,28.426165,19204,1253.8545,8597,58944.965,0.897902171846863,0.892801399940964
4760,423504.078362,564917.034788,423507.894146,564934.181134,3.8149452,4,4632,17.565802,4631,4,17.565802,26736,1236.7588,8597,59759.762,0.926866313065506,0.880628868912383
4761,423446.9721,564893.356519,423450.022533,564919.957855,3.0705099,5,4633,26.775665,4632,5,26.775665,23707,1254.0288,8597,58936.773,0.917090214868947,0.892925491921439
4762,423439.881131,564849.056888,423446.9721,564893.356519,3.3924112,5,4634,44.86356,4633,5,44.86356,18581,1254.1781,8597,58929.754,0.894921007251107,0.893031842803644
4763,423439.881131,564849.056888,423456.794629,564819.371251,3.0871303,4,4635,34.165825,4634,4,34.165825,351,1260.4684,8597,58635.668,0.534069702825785,0.897510673075727
4764,423356.236193,564829.648604,423456.794629,564819.371251,3.5355823,5,4636,101.08226,4635,5,101.08226,158529,1402.7089,8597,52689.773,1.10130995892224,0.998788423275699
4765,423512.661903,564834.018139,423530.702919,564830.840684,2.8250229,4,4637,18.318691,4636,4,18.318691,4327,1079.8802,8597,68441.297,0.752023499332001,0.768927494452393
4766,423425.651558,564897.040305,423446.9721,564893.356519,3.4899354,5,4638,21.636446,4637,5,21.636446,3883,1160.7122,8597,63675.055,0.747145472481005,0.826481891699781
