Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01008336,Newcastle upon Tyne 003A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008336,Newcastle upon Tyne 003A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008336,Newcastle upon Tyne 003A,9,Mixed or Multiple ethnic groups: White and Asian,1
E01008336,Newcastle upon Tyne 003A,10,Mixed or Multiple ethnic groups: White and Black African,10
E01008336,Newcastle upon Tyne 003A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E01008336,Newcastle upon Tyne 003A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,11
E01008336,Newcastle upon Tyne 003A,13,"White: English, Welsh, Scottish, Northern Irish or British",1093
E01008336,Newcastle upon Tyne 003A,14,White: Irish,2
E01008336,Newcastle upon Tyne 003A,15,White: Gypsy or Irish Traveller,0
E01008336,Newcastle upon Tyne 003A,16,White: Roma,5
E01008336,Newcastle upon Tyne 003A,17,White: Other White,43
E01008336,Newcastle upon Tyne 003A,18,Other ethnic group: Arab,6
E01008336,Newcastle upon Tyne 003A,19,Other ethnic group: Any other ethnic group,26
E01008337,Newcastle upon Tyne 003B,-8,Does not apply,0
E01008337,Newcastle upon Tyne 003B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E01008337,Newcastle upon Tyne 003B,2,"Asian, Asian British or Asian Welsh: Chinese",11
E01008337,Newcastle upon Tyne 003B,3,"Asian, Asian British or Asian Welsh: Indian",5
E01008337,Newcastle upon Tyne 003B,4,"Asian, Asian British or Asian Welsh: Pakistani",17
E01008337,Newcastle upon Tyne 003B,5,"Asian, Asian British or Asian Welsh: Other Asian",21
E01008337,Newcastle upon Tyne 003B,6,"Black, Black British, Black Welsh, Caribbean or African: African",47
E01008337,Newcastle upon Tyne 003B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6
E01008337,Newcastle upon Tyne 003B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01008337,Newcastle upon Tyne 003B,9,Mixed or Multiple ethnic groups: White and Asian,9
E01008337,Newcastle upon Tyne 003B,10,Mixed or Multiple ethnic groups: White and Black African,9
E01008337,Newcastle upon Tyne 003B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008337,Newcastle upon Tyne 003B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7
E01008337,Newcastle upon Tyne 003B,13,"White: English, Welsh, Scottish, Northern Irish or British",1052
E01008337,Newcastle upon Tyne 003B,14,White: Irish,5
E01008337,Newcastle upon Tyne 003B,15,White: Gypsy or Irish Traveller,0
E01008337,Newcastle upon Tyne 003B,16,White: Roma,0
E01008337,Newcastle upon Tyne 003B,17,White: Other White,33
E01008337,Newcastle upon Tyne 003B,18,Other ethnic group: Arab,37
E01008337,Newcastle upon Tyne 003B,19,Other ethnic group: Any other ethnic group,35
E01008338,Newcastle upon Tyne 003C,-8,Does not apply,0
E01008338,Newcastle upon Tyne 003C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008338,Newcastle upon Tyne 003C,2,"Asian, Asian British or Asian Welsh: Chinese",1
E01008338,Newcastle upon Tyne 003C,3,"Asian, Asian British or Asian Welsh: Indian",9
E01008338,Newcastle upon Tyne 003C,4,"Asian, Asian British or Asian Welsh: Pakistani",12
E01008338,Newcastle upon Tyne 003C,5,"Asian, Asian British or Asian Welsh: Other Asian",14
E01008338,Newcastle upon Tyne 003C,6,"Black, Black British, Black Welsh, Caribbean or African: African",34
E01008338,Newcastle upon Tyne 003C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008338,Newcastle upon Tyne 003C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01008338,Newcastle upon Tyne 003C,9,Mixed or Multiple ethnic groups: White and Asian,10
E01008338,Newcastle upon Tyne 003C,10,Mixed or Multiple ethnic groups: White and Black African,2
E01008338,Newcastle upon Tyne 003C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E01008338,Newcastle upon Tyne 003C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,11
E01008338,Newcastle upon Tyne 003C,13,"White: English, Welsh, Scottish, Northern Irish or British",918
E01008338,Newcastle upon Tyne 003C,14,White: Irish,2
E01008338,Newcastle upon Tyne 003C,15,White: Gypsy or Irish Traveller,0
E01008338,Newcastle upon Tyne 003C,16,White: Roma,10
E01008338,Newcastle upon Tyne 003C,17,White: Other White,63
E01008338,Newcastle upon Tyne 003C,18,Other ethnic group: Arab,18
E01008338,Newcastle upon Tyne 003C,19,Other ethnic group: Any other ethnic group,19
E01008339,Newcastle upon Tyne 003D,-8,Does not apply,0
E01008339,Newcastle upon Tyne 003D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",23
E01008339,Newcastle upon Tyne 003D,2,"Asian, Asian British or Asian Welsh: Chinese",31
E01008339,Newcastle upon Tyne 003D,3,"Asian, Asian British or Asian Welsh: Indian",20
E01008339,Newcastle upon Tyne 003D,4,"Asian, Asian British or Asian Welsh: Pakistani",20
E01008339,Newcastle upon Tyne 003D,5,"Asian, Asian British or Asian Welsh: Other Asian",31
E01008339,Newcastle upon Tyne 003D,6,"Black, Black British, Black Welsh, Caribbean or African: African",66
E01008339,Newcastle upon Tyne 003D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008339,Newcastle upon Tyne 003D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01008339,Newcastle upon Tyne 003D,9,Mixed or Multiple ethnic groups: White and Asian,24
E01008339,Newcastle upon Tyne 003D,10,Mixed or Multiple ethnic groups: White and Black African,18
E01008339,Newcastle upon Tyne 003D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7
E01008339,Newcastle upon Tyne 003D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7
E01008339,Newcastle upon Tyne 003D,13,"White: English, Welsh, Scottish, Northern Irish or British",1421
E01008339,Newcastle upon Tyne 003D,14,White: Irish,5
E01008339,Newcastle upon Tyne 003D,15,White: Gypsy or Irish Traveller,0
E01008339,Newcastle upon Tyne 003D,16,White: Roma,11
E01008339,Newcastle upon Tyne 003D,17,White: Other White,63
E01008339,Newcastle upon Tyne 003D,18,Other ethnic group: Arab,53
E01008339,Newcastle upon Tyne 003D,19,Other ethnic group: Any other ethnic group,36
E01008340,Newcastle upon Tyne 003E,-8,Does not apply,0
E01008340,Newcastle upon Tyne 003E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",17
E01008340,Newcastle upon Tyne 003E,2,"Asian, Asian British or Asian Welsh: Chinese",20
E01008340,Newcastle upon Tyne 003E,3,"Asian, Asian British or Asian Welsh: Indian",23
E01008340,Newcastle upon Tyne 003E,4,"Asian, Asian British or Asian Welsh: Pakistani",4
E01008340,Newcastle upon Tyne 003E,5,"Asian, Asian British or Asian Welsh: Other Asian",24
E01008340,Newcastle upon Tyne 003E,6,"Black, Black British, Black Welsh, Caribbean or African: African",53
E01008340,Newcastle upon Tyne 003E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008340,Newcastle upon Tyne 003E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",10
E01008340,Newcastle upon Tyne 003E,9,Mixed or Multiple ethnic groups: White and Asian,12
E01008340,Newcastle upon Tyne 003E,10,Mixed or Multiple ethnic groups: White and Black African,8
E01008340,Newcastle upon Tyne 003E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E01008340,Newcastle upon Tyne 003E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6
E01008340,Newcastle upon Tyne 003E,13,"White: English, Welsh, Scottish, Northern Irish or British",1259
E01008340,Newcastle upon Tyne 003E,14,White: Irish,1
E01008340,Newcastle upon Tyne 003E,15,White: Gypsy or Irish Traveller,0
E01008340,Newcastle upon Tyne 003E,16,White: Roma,0
E01008340,Newcastle upon Tyne 003E,17,White: Other White,211
E01008340,Newcastle upon Tyne 003E,18,Other ethnic group: Arab,59
E01008340,Newcastle upon Tyne 003E,19,Other ethnic group: Any other ethnic group,38
E01008341,Newcastle upon Tyne 003F,-8,Does not apply,0
E01008341,Newcastle upon Tyne 003F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",14
E01008341,Newcastle upon Tyne 003F,2,"Asian, Asian British or Asian Welsh: Chinese",21
E01008341,Newcastle upon Tyne 003F,3,"Asian, Asian British or Asian Welsh: Indian",12
E01008341,Newcastle upon Tyne 003F,4,"Asian, Asian British or Asian Welsh: Pakistani",16
E01008341,Newcastle upon Tyne 003F,5,"Asian, Asian British or Asian Welsh: Other Asian",22
E01008341,Newcastle upon Tyne 003F,6,"Black, Black British, Black Welsh, Caribbean or African: African",22
E01008341,Newcastle upon Tyne 003F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4
E01008341,Newcastle upon Tyne 003F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008341,Newcastle upon Tyne 003F,9,Mixed or Multiple ethnic groups: White and Asian,9
E01008341,Newcastle upon Tyne 003F,10,Mixed or Multiple ethnic groups: White and Black African,9
E01008341,Newcastle upon Tyne 003F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008341,Newcastle upon Tyne 003F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4
E01008341,Newcastle upon Tyne 003F,13,"White: English, Welsh, Scottish, Northern Irish or British",1207
E01008341,Newcastle upon Tyne 003F,14,White: Irish,0
E01008341,Newcastle upon Tyne 003F,15,White: Gypsy or Irish Traveller,0
E01008341,Newcastle upon Tyne 003F,16,White: Roma,11
E01008341,Newcastle upon Tyne 003F,17,White: Other White,43
E01008341,Newcastle upon Tyne 003F,18,Other ethnic group: Arab,6
E01008341,Newcastle upon Tyne 003F,19,Other ethnic group: Any other ethnic group,9
E01008342,Newcastle upon Tyne 003G,-8,Does not apply,0
E01008342,Newcastle upon Tyne 003G,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01008342,Newcastle upon Tyne 003G,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01008342,Newcastle upon Tyne 003G,3,"Asian, Asian British or Asian Welsh: Indian",31
E01008342,Newcastle upon Tyne 003G,4,"Asian, Asian British or Asian Welsh: Pakistani",11
E01008342,Newcastle upon Tyne 003G,5,"Asian, Asian British or Asian Welsh: Other Asian",9
E01008342,Newcastle upon Tyne 003G,6,"Black, Black British, Black Welsh, Caribbean or African: African",2
E01008342,Newcastle upon Tyne 003G,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008342,Newcastle upon Tyne 003G,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008342,Newcastle upon Tyne 003G,9,Mixed or Multiple ethnic groups: White and Asian,9
E01008342,Newcastle upon Tyne 003G,10,Mixed or Multiple ethnic groups: White and Black African,5
E01008342,Newcastle upon Tyne 003G,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01008342,Newcastle upon Tyne 003G,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3
E01008342,Newcastle upon Tyne 003G,13,"White: English, Welsh, Scottish, Northern Irish or British",1210
E01008342,Newcastle upon Tyne 003G,14,White: Irish,4
E01008342,Newcastle upon Tyne 003G,15,White: Gypsy or Irish Traveller,0
E01008342,Newcastle upon Tyne 003G,16,White: Roma,1
E01008342,Newcastle upon Tyne 003G,17,White: Other White,34
E01008342,Newcastle upon Tyne 003G,18,Other ethnic group: Arab,0
E01008342,Newcastle upon Tyne 003G,19,Other ethnic group: Any other ethnic group,4
E01008343,Newcastle upon Tyne 019A,-8,Does not apply,0
E01008343,Newcastle upon Tyne 019A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",51
E01008343,Newcastle upon Tyne 019A,2,"Asian, Asian British or Asian Welsh: Chinese",20
E01008343,Newcastle upon Tyne 019A,3,"Asian, Asian British or Asian Welsh: Indian",58
E01008343,Newcastle upon Tyne 019A,4,"Asian, Asian British or Asian Welsh: Pakistani",140
E01008343,Newcastle upon Tyne 019A,5,"Asian, Asian British or Asian Welsh: Other Asian",26
E01008343,Newcastle upon Tyne 019A,6,"Black, Black British, Black Welsh, Caribbean or African: African",18
E01008343,Newcastle upon Tyne 019A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008343,Newcastle upon Tyne 019A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01008343,Newcastle upon Tyne 019A,9,Mixed or Multiple ethnic groups: White and Asian,26
E01008343,Newcastle upon Tyne 019A,10,Mixed or Multiple ethnic groups: White and Black African,4
E01008343,Newcastle upon Tyne 019A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E01008343,Newcastle upon Tyne 019A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,11
E01008343,Newcastle upon Tyne 019A,13,"White: English, Welsh, Scottish, Northern Irish or British",1189
E01008343,Newcastle upon Tyne 019A,14,White: Irish,2
E01008343,Newcastle upon Tyne 019A,15,White: Gypsy or Irish Traveller,0
E01008343,Newcastle upon Tyne 019A,16,White: Roma,2
E01008343,Newcastle upon Tyne 019A,17,White: Other White,26
E01008343,Newcastle upon Tyne 019A,18,Other ethnic group: Arab,36
E01008343,Newcastle upon Tyne 019A,19,Other ethnic group: Any other ethnic group,30
E01008344,Newcastle upon Tyne 019B,-8,Does not apply,0
E01008344,Newcastle upon Tyne 019B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",13
E01008344,Newcastle upon Tyne 019B,2,"Asian, Asian British or Asian Welsh: Chinese",11
E01008344,Newcastle upon Tyne 019B,3,"Asian, Asian British or Asian Welsh: Indian",57
E01008344,Newcastle upon Tyne 019B,4,"Asian, Asian British or Asian Welsh: Pakistani",35
E01008344,Newcastle upon Tyne 019B,5,"Asian, Asian British or Asian Welsh: Other Asian",21
E01008344,Newcastle upon Tyne 019B,6,"Black, Black British, Black Welsh, Caribbean or African: African",11
E01008344,Newcastle upon Tyne 019B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008344,Newcastle upon Tyne 019B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008344,Newcastle upon Tyne 019B,9,Mixed or Multiple ethnic groups: White and Asian,17
E01008344,Newcastle upon Tyne 019B,10,Mixed or Multiple ethnic groups: White and Black African,3
E01008344,Newcastle upon Tyne 019B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E01008344,Newcastle upon Tyne 019B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,8
E01008344,Newcastle upon Tyne 019B,13,"White: English, Welsh, Scottish, Northern Irish or British",1252
E01008344,Newcastle upon Tyne 019B,14,White: Irish,11
E01008344,Newcastle upon Tyne 019B,15,White: Gypsy or Irish Traveller,0
E01008344,Newcastle upon Tyne 019B,16,White: Roma,3
E01008344,Newcastle upon Tyne 019B,17,White: Other White,26
E01008344,Newcastle upon Tyne 019B,18,Other ethnic group: Arab,11
E01008344,Newcastle upon Tyne 019B,19,Other ethnic group: Any other ethnic group,20
E01008345,Newcastle upon Tyne 019C,-8,Does not apply,0
E01008345,Newcastle upon Tyne 019C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",12
E01008345,Newcastle upon Tyne 019C,2,"Asian, Asian British or Asian Welsh: Chinese",3
E01008345,Newcastle upon Tyne 019C,3,"Asian, Asian British or Asian Welsh: Indian",11
E01008345,Newcastle upon Tyne 019C,4,"Asian, Asian British or Asian Welsh: Pakistani",4
E01008345,Newcastle upon Tyne 019C,5,"Asian, Asian British or Asian Welsh: Other Asian",16
E01008345,Newcastle upon Tyne 019C,6,"Black, Black British, Black Welsh, Caribbean or African: African",33
E01008345,Newcastle upon Tyne 019C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01008345,Newcastle upon Tyne 019C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008345,Newcastle upon Tyne 019C,9,Mixed or Multiple ethnic groups: White and Asian,14
E01008345,Newcastle upon Tyne 019C,10,Mixed or Multiple ethnic groups: White and Black African,1
E01008345,Newcastle upon Tyne 019C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7
E01008345,Newcastle upon Tyne 019C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9
E01008345,Newcastle upon Tyne 019C,13,"White: English, Welsh, Scottish, Northern Irish or British",1383
E01008345,Newcastle upon Tyne 019C,14,White: Irish,3
E01008345,Newcastle upon Tyne 019C,15,White: Gypsy or Irish Traveller,0
E01008345,Newcastle upon Tyne 019C,16,White: Roma,3
E01008345,Newcastle upon Tyne 019C,17,White: Other White,28
E01008345,Newcastle upon Tyne 019C,18,Other ethnic group: Arab,25
E01008345,Newcastle upon Tyne 019C,19,Other ethnic group: Any other ethnic group,9
E01008346,Newcastle upon Tyne 019D,-8,Does not apply,0
E01008346,Newcastle upon Tyne 019D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",13
E01008346,Newcastle upon Tyne 019D,2,"Asian, Asian British or Asian Welsh: Chinese",5
E01008346,Newcastle upon Tyne 019D,3,"Asian, Asian British or Asian Welsh: Indian",42
E01008346,Newcastle upon Tyne 019D,4,"Asian, Asian British or Asian Welsh: Pakistani",108
E01008346,Newcastle upon Tyne 019D,5,"Asian, Asian British or Asian Welsh: Other Asian",28
E01008346,Newcastle upon Tyne 019D,6,"Black, Black British, Black Welsh, Caribbean or African: African",38
E01008346,Newcastle upon Tyne 019D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008346,Newcastle upon Tyne 019D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008346,Newcastle upon Tyne 019D,9,Mixed or Multiple ethnic groups: White and Asian,9
E01008346,Newcastle upon Tyne 019D,10,Mixed or Multiple ethnic groups: White and Black African,1
E01008346,Newcastle upon Tyne 019D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008346,Newcastle upon Tyne 019D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,11
E01008346,Newcastle upon Tyne 019D,13,"White: English, Welsh, Scottish, Northern Irish or British",687
E01008346,Newcastle upon Tyne 019D,14,White: Irish,3
E01008346,Newcastle upon Tyne 019D,15,White: Gypsy or Irish Traveller,0
E01008346,Newcastle upon Tyne 019D,16,White: Roma,2
